,Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,Tx,DwTx,Tn,DwTn,P,DwP,Pd,HDD,CDD,year,month,province_full_name,region
71941,-101.233,52.115,SWAN RIVER RCS,504K80K,MB,-15.3,0.0,3.7,0.0,-37.5,0.0,4.5,0.0,2.0,933.0,0.0,2023,2,Manitoba,Western
71945,-101.1,53.967,THE PAS CLIMATE,5052890,MB,-17.1,0.0,1.8,0.0,-35.0,0.0,4.5,0.0,2.0,984.0,0.0,2023,2,Manitoba,Western
71948,-94.067,58.733,CHURCHILL CLIMATE,5060608,MB,-27.5,0.0,-12.6,0.0,-39.7,0.0,2.8,0.0,1.0,1272.8,0.0,2023,2,Manitoba,Western
71957,-97.844,53.958,NORWAY HOUSE,5062040,MB,-19.7,0.0,0.8,0.0,-39.9,0.0,3.3,0.0,1.0,1054.7,0.0,2023,2,Manitoba,Western
71961,-97.863,55.805,THOMPSON A,5062921,MB,-23.6,1.0,-5.2,1.0,-40.9,1.0,38.2,0.0,12.0,1123.0,0.0,2023,2,Manitoba,Western
71965,-93.221,50.631,EAR FALLS (AUT),6012199,ON,-13.9,0.0,5.6,0.0,-35.0,0.0,7.7,0.0,2.0,894.5,0.0,2023,2,Ontario,Central
71966,-87.676,56.019,FORT SEVERN A,6012501,ON,-25.2,0.0,-2.6,0.0,-40.9,0.0,0.0,0.0,0.0,1209.9,0.0,2023,2,Ontario,Central
71972,-90.218,51.449,PICKLE LAKE (AUT),6016525,ON,-15.6,0.0,1.4,0.0,-34.8,0.0,21.9,0.0,9.0,940.5,0.0,2023,2,Ontario,Central
71976,-93.967,48.633,BARWICK,6020559,ON,-11.8,0.0,7.5,0.0,-38.5,0.0,9.8,0.0,3.0,835.5,0.0,2023,2,Ontario,Central
71977,-91.628,48.761,ATIKOKAN (AUT),6020LPQ,ON,-12.8,0.0,5.9,0.0,-36.4,0.0,30.0,0.0,5.0,863.1,0.0,2023,2,Ontario,Central
71979,-92.744,49.828,DRYDEN REGIONAL,6032125,ON,-13.1,1.0,5.3,1.0,-34.4,1.0,2.1,0.0,0.0,839.5,0.0,2023,2,Ontario,Central
71981,-94.363,49.788,KENORA A,6034076,ON,-13.1,2.0,3.8,2.0,-34.1,2.0,7.7,0.0,2.0,809.8,0.0,2023,2,Ontario,Central
71982,-93.717,49.65,RAWSON LAKE,6036904,ON,-14.4,0.0,2.0,0.0,-35.5,0.0,13.2,0.0,4.0,907.7,0.0,2023,2,Ontario,Central
71988,-88.345,49.154,CAMERON FALLS (AUT),6041110,ON,-12.1,0.0,6.1,0.0,-30.5,0.0,32.6,0.0,5.0,842.7,0.0,2023,2,Ontario,Central
71994,-86.287,48.608,PUKASKWA (AUT),6046768,ON,-9.9,0.0,5.3,0.0,-28.7,0.0,64.0,0.0,10.0,782.0,0.0,2023,2,Ontario,Central
71998,-89.327,48.369,THUNDER BAY CS,6048268,ON,-11.1,0.0,5.8,0.0,-29.9,0.0,25.1,0.0,5.0,815.2,0.0,2023,2,Ontario,Central
71999,-90.467,49.033,UPSALA (AUT),6049095,ON,-13.4,0.0,4.8,0.0,-34.6,0.0,38.4,0.0,7.0,880.2,0.0,2023,2,Ontario,Central
72001,-84.814,47.723,LAKE SUPERIOR PROVINCIAL PARK,6054425,ON,-10.8,0.0,7.2,0.0,-31.4,0.0,100.0,0.0,16.0,805.6,0.0,2023,2,Ontario,Central
72002,-84.51,46.485,SAULT STE MARIE A,6057591,ON,-7.2,0.0,9.0,0.0,-29.2,0.0,54.3,0.0,14.0,705.9,0.0,2023,2,Ontario,Central
72008,-80.303,46.215,MONETVILLE 2,6065252,ON,-8.5,0.0,7.5,0.0,-33.0,0.0,103.6,0.0,14.0,741.7,0.0,2023,2,Ontario,Central
72011,-82.124,49.383,BONNER LAKE,6070QK6,ON,-15.3,0.0,10.5,0.0,-36.0,0.0,61.8,0.0,10.0,932.8,0.0,2023,2,Ontario,Central
72012,-79.849,47.695,EARLTON A,6072223,ON,-13.0,0.0,4.9,0.0,-35.1,0.0,9.9,0.0,2.0,868.0,0.0,2023,2,Ontario,Central
72021,-84.164,49.747,NAGAGAMI (AUT),6075543,ON,-15.4,0.0,7.8,0.0,-34.9,0.0,38.1,0.0,8.0,935.8,0.0,2023,2,Ontario,Central
72022,-85.901,51.659,OGOKI POST A,6075786,ON,-17.6,0.0,3.7,0.0,-36.0,0.0,2.3,0.0,1.0,996.5,0.0,2023,2,Ontario,Central
72024,-81.39,48.557,TIMMINS CLIMATE,6078282,ON,-13.7,0.0,8.4,0.0,-35.7,0.0,28.3,0.0,9.0,886.9,0.0,2023,2,Ontario,Central
72028,-79.403,46.375,NORTH BAY AIRPORT,6085695,ON,-9.3,0.0,5.2,0.0,-33.0,0.0,82.2,0.0,13.0,765.5,0.0,2023,2,Ontario,Central
72030,-82.567,45.883,GORE BAY CLIMATE,6092920,ON,-6.2,0.0,6.2,0.0,-27.1,0.0,48.7,0.0,11.0,678.9,0.0,2023,2,Ontario,Central
72031,-76.113,45.186,APPLETON,6100285,ON,-7.0,1.0,10.5,1.0,-33.5,1.0,55.8,1.0,13.0,676.1,0.0,2023,2,Ontario,Central
72032,-75.748,44.635,BROCKVILLE CLIMATE,6100970,ON,-5.5,0.0,13.3,0.0,-35.3,0.0,51.5,0.0,10.0,658.7,0.0,2023,2,Ontario,Central
72034,-74.749,45.016,CORNWALL,6101874,ON,-5.8,0.0,13.0,0.0,-33.0,0.0,47.8,0.0,11.0,665.2,0.0,2023,2,Ontario,Central
72037,-76.69,44.428,HARTINGTON IHD,6103367,ON,-4.4,0.0,12.0,0.0,-32.5,0.0,62.0,0.0,7.0,626.0,0.0,2023,2,Ontario,Central
72042,-76.784,45.054,OMPAH-SEITZ,6105762,ON,-6.4,0.0,9.5,0.0,-35.0,0.0,57.4,0.0,11.0,683.6,0.0,2023,2,Ontario,Central
72048,-77.25,45.883,PETAWAWA HOFFMAN,610FC98,ON,-7.7,0.0,8.0,0.0,-35.5,0.0,66.0,0.0,15.0,720.0,0.0,2023,2,Ontario,Central
72049,-79.319,44.267,BALDWIN,6110480,ON,-3.8,0.0,11.0,0.0,-31.0,0.0,27.8,0.0,5.0,610.5,0.0,2023,2,Ontario,Central
72051,-79.403,45.14,BEATRICE CLIMATE,6110607,ON,-7.2,0.0,9.3,0.0,-38.8,0.0,52.3,0.0,12.0,706.8,0.0,2023,2,Ontario,Central
72066,-81.717,43.767,GODERICH,6122847,ON,-1.5,0.0,11.6,0.0,-16.5,0.0,51.7,0.0,8.0,544.9,0.0,2023,2,Ontario,Central
72067,-82.309,42.999,SARNIA,6127510,ON,-0.2,0.0,15.4,0.0,-15.3,0.0,45.1,1.0,6.0,508.3,0.0,2023,2,Ontario,Central
72069,-81.633,45.233,TOBERMORY RCS,6128330,ON,-4.2,0.0,6.8,0.0,-24.4,0.0,46.3,0.0,10.0,621.4,0.0,2023,2,Ontario,Central
72070,-83.094,42.103,AMHERSTBURG,6130257,ON,1.4,0.0,16.5,0.0,-15.0,0.0,111.6,0.0,6.0,465.8,0.0,2023,2,Ontario,Central
72073,-80.55,42.867,DELHI CS,6131983,ON,-1.2,0.0,14.7,0.0,-18.1,0.0,74.0,0.0,6.0,537.0,0.0,2023,2,Ontario,Central
72074,-79.558,43.184,GRIMSBY MOUNTAIN,6133055,ON,-0.1,0.0,16.0,0.0,-16.5,0.0,93.1,0.0,4.0,507.9,0.0,2023,2,Ontario,Central
72077,-81.636,42.514,NEW GLASGOW,6135583,ON,-0.2,0.0,14.0,0.0,-15.0,0.0,56.0,0.0,6.0,510.3,0.0,2023,2,Ontario,Central
72092,-80.379,43.702,FERGUS MOE,6142402,ON,-1.9,6.0,11.0,4.0,-20.0,4.0,70.2,4.0,7.0,437.5,0.0,2023,2,Ontario,Central
72096,-81.15,43.033,LONDON CS,6144478,ON,-1.2,0.0,14.5,0.0,-16.9,0.0,75.8,0.0,8.0,537.3,0.0,2023,2,Ontario,Central
72101,-77.395,44.151,BELLEVILLE,6150689,ON,-3.1,1.0,13.5,1.0,-29.0,1.0,63.1,1.0,7.0,569.8,0.0,2023,2,Ontario,Central
72124,-78.363,44.23,PETERBOROUGH A,6166415,ON,-4.8,0.0,11.8,0.0,-31.4,0.0,62.4,2.0,6.0,638.0,0.0,2023,2,Ontario,Central
72128,-77.879,45.071,BANCROFT AUTO,616I001,ON,-8.5,0.0,9.1,0.0,-40.6,0.0,49.1,0.0,10.0,742.4,0.0,2023,2,Ontario,Central
72132,-71.972,46.691,DESCHAMBAULT,7011983,QC,-11.2,0.0,4.6,0.0,-32.5,0.0,94.0,0.0,12.0,817.2,0.0,2023,2,Quebec,Central
72151,-72.683,46.367,TROIS-RIVIERES,7018563,QC,-10.5,0.0,4.9,0.0,-32.2,0.0,52.1,0.0,8.0,797.3,0.0,2023,2,Quebec,Central
72156,-71.382,46.804,QUEBEC/JEAN LESAGE INTL,701S001,QC,-11.9,0.0,4.4,0.0,-34.1,0.0,87.3,0.0,10.0,835.8,0.0,2023,2,Quebec,Central
72165,-72.85,45.033,FRELIGHSBURG,7022579,QC,-5.3,0.0,11.2,0.0,-30.5,0.0,59.7,0.0,10.0,651.0,0.0,2023,2,Quebec,Central
72173,-71.824,45.369,LENNOXVILLE,7024280,QC,-6.8,0.0,10.6,0.0,-30.6,0.0,34.9,0.0,5.0,694.3,0.0,2023,2,Quebec,Central
72178,-73.741,45.471,MONTREAL INTL A,7025251,QC,-6.5,1.0,9.1,1.0,-27.9,1.0,71.8,0.0,12.0,661.3,0.0,2023,2,Quebec,Central
72193,-72.537,45.825,SAINT-GERMAIN-DE-GRANTHAM,7027470,QC,-9.2,0.0,7.9,0.0,-34.3,0.0,50.6,0.0,8.0,762.4,0.0,2023,2,Quebec,Central
72205,-71.266,46.049,THETFORD MINES RCS,7028442,QC,-10.0,0.0,7.5,0.0,-33.3,0.0,70.1,1.0,11.0,783.0,0.0,2023,2,Quebec,Central
72223,-75.992,46.275,MANIWAKI AIRPORT,7034482,QC,-10.6,0.0,6.8,0.0,-37.0,0.0,66.7,0.0,14.0,800.6,0.0,2023,2,Quebec,Central
72231,-68.2,49.133,BAIE-COMEAU A,7040442,QC,-13.0,0.0,4.6,0.0,-28.7,0.0,19.6,0.0,5.0,866.6,0.0,2023,2,Quebec,Central
72240,-71.148,47.323,FORET MONTMORENCY RCS,7042395,QC,-15.2,0.0,2.9,0.0,-35.7,0.0,91.7,0.0,18.0,929.8,0.0,2023,2,Quebec,Central
72242,-63.611,50.282,HAVRE ST. PIERRE,7043019,QC,-16.0,0.0,1.3,0.0,-33.6,0.0,10.9,1.0,3.0,953.3,0.0,2023,2,Quebec,Central
72248,-61.789,50.19,NATASHQUAN A,7045398,QC,-16.6,0.0,0.7,0.0,-33.7,0.0,3.4,0.0,1.0,969.9,0.0,2023,2,Quebec,Central
72253,-66.25,50.217,SEPT-ILES,7047914,QC,-15.5,0.0,4.4,0.0,-35.0,0.0,41.4,0.0,12.0,938.8,0.0,2023,2,Quebec,Central
72261,-65.325,49.251,CAP-MADELEINE,7051163,QC,-10.2,0.0,7.3,0.0,-24.0,0.0,28.5,0.0,8.0,788.5,0.0,2023,2,Quebec,Central
72262,-67.253,48.309,CAUSAPSCAL AIRPORT,7051201,QC,-16.0,0.0,7.1,0.0,-37.6,0.0,35.8,0.0,7.0,950.9,0.0,2023,2,Quebec,Central
72263,-64.48,48.775,GASPE A,7052601,QC,-12.0,2.0,10.2,2.0,-26.0,2.0,24.6,0.0,3.0,780.7,0.0,2023,2,Quebec,Central
72270,-70.032,47.356,LA POCATIERE,7054096,QC,-10.2,0.0,6.6,0.0,-28.8,0.0,33.2,0.0,7.0,790.7,0.0,2023,2,Quebec,Central
72271,-68.208,48.609,MONT JOLI A,7055121,QC,-10.5,1.0,5.9,1.0,-27.0,1.0,59.3,2.0,8.0,769.4,0.0,2023,2,Quebec,Central
72273,-65.332,48.012,NEW CARLISLE 1,7055422,QC,-10.9,0.0,6.9,0.0,-26.3,0.0,47.7,0.0,6.0,808.3,0.0,2023,2,Quebec,Central
72274,-65.842,48.156,NEW RICHMOND EAST,7055440,QC,-12.1,0.0,7.4,0.0,-27.8,0.0,35.7,0.0,6.0,843.3,0.0,2023,2,Quebec,Central
72276,-64.293,49.839,PORT-MENIER,7056202,QC,-13.2,0.0,2.9,0.0,-26.4,0.0,19.3,0.0,8.0,873.2,0.0,2023,2,Quebec,Central
72283,-66.654,49.109,CAP-CHAT,705S002,QC,-10.6,0.0,5.8,0.0,-25.7,0.0,18.0,0.0,7.0,799.9,0.0,2023,2,Quebec,Central
72285,-71.0,48.333,BAGOTVILLE A,7060400,QC,-13.9,0.0,5.2,0.0,-31.9,0.0,41.9,0.0,9.0,893.6,0.0,2023,2,Quebec,Central
72292,-72.547,48.842,NORMANDIN,7065639,QC,-16.2,0.0,3.7,0.0,-35.3,0.0,20.7,0.0,4.0,956.7,0.0,2023,2,Quebec,Central
72303,-74.094,46.816,SAINT-MICHEL-DES-SAINTS,7077571,QC,-12.6,6.0,4.2,6.0,-34.7,6.0,43.2,6.0,8.0,673.7,0.0,2023,2,Quebec,Central
72304,-72.788,47.411,LA TUQUE,707DBD4,QC,-12.9,0.0,5.2,0.0,-36.1,0.0,49.8,0.0,12.0,865.7,0.0,2023,2,Quebec,Central
72311,-74.53,49.777,CHIBOUGAMAU-CHAPAIS,7091410,QC,-17.8,0.0,2.6,0.0,-38.4,0.0,35.2,0.0,11.0,1002.0,0.0,2023,2,Quebec,Central
72313,-73.675,53.755,LA GRANDE 4 A,7093714,QC,-24.1,0.0,0.1,0.0,-47.4,0.0,6.0,0.0,2.0,1179.8,0.0,2023,2,Quebec,Central
72314,-77.704,53.625,LA GRANDE RIVIERE A,7093716,QC,-23.8,0.0,0.1,0.0,-38.3,0.0,33.2,0.0,8.0,1169.2,0.0,2023,2,Quebec,Central
72317,-77.793,49.758,MATAGAMI,7094637,QC,-17.3,0.0,3.2,0.0,-37.4,0.0,27.1,0.0,10.0,989.6,0.0,2023,2,Quebec,Central
72319,-77.786,48.056,VAL-D'OR,7098603,QC,-13.8,0.0,4.8,0.0,-37.9,0.0,44.0,0.0,12.0,890.5,0.0,2023,2,Quebec,Central
72336,-68.422,58.089,KUUJJUAQ A,7113535,QC,-26.9,0.0,-5.9,0.0,-42.8,0.0,16.4,0.0,5.0,1257.3,0.0,2023,2,Quebec,Central
72341,-66.805,54.805,SCHEFFERVILLE A,7117823,QC,-24.9,0.0,-1.3,0.0,-41.4,0.0,5.5,0.0,2.0,1202.5,0.0,2023,2,Quebec,Central
72344,-67.716,46.712,AROOSTOOK,8100300,NB,-10.2,0.0,8.5,0.0,-31.5,0.0,59.0,0.0,10.0,789.9,0.0,2023,2,New Brunswick,Atlantic
72357,-66.899,45.954,MACTAQUAC PROV PARK,8102536,NB,-9.7,14.0,11.0,14.0,-33.0,14.0,19.2,13.0,2.0,387.5,0.0,2023,2,New Brunswick,Atlantic
72360,-64.679,46.112,MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,8103201,NB,-8.1,0.0,10.2,0.0,-28.4,0.0,43.7,0.0,5.0,731.2,0.0,2023,2,New Brunswick,Atlantic
72362,-66.099,45.507,OAK POINT,8103780,NB,-7.0,0.0,13.0,0.0,-28.5,0.0,51.0,0.0,10.0,699.0,0.0,2023,2,New Brunswick,Atlantic
72370,-65.472,43.451,BACCARO PT,8200255,NS,-0.6,0.0,11.1,0.0,-19.7,0.0,84.4,1.0,10.0,522.1,0.0,2023,2,Nova Scotia,Atlantic
72378,-63.467,45.417,DEBERT,8201390,NS,-7.5,0.0,9.0,0.0,-27.1,0.0,46.4,0.0,6.0,714.4,0.0,2023,2,Nova Scotia,Atlantic
72381,-64.917,44.983,GREENWOOD A,8202000,NS,-5.7,0.0,11.0,0.0,-25.2,0.0,57.7,0.0,11.0,662.4,0.0,2023,2,Nova Scotia,Atlantic
72390,-65.203,44.403,KEJIMKUJIK 1,8202592,NS,-5.0,0.0,13.6,0.0,-23.9,0.0,78.6,0.0,14.0,643.4,0.0,2023,2,Nova Scotia,Atlantic
72403,-64.346,45.413,PARRSBORO,8204402,NS,-7.0,0.0,10.1,0.0,-27.1,0.0,44.3,0.0,7.0,701.1,0.0,2023,2,Nova Scotia,Atlantic
72404,-63.833,44.767,POCKWOCK LAKE,8204453,NS,-5.7,14.0,8.5,14.0,-18.5,14.0,31.8,14.0,5.0,331.2,0.0,2023,2,Nova Scotia,Atlantic
72405,-61.368,45.657,PORT HAWKESBURY,8204495,NS,-6.1,0.0,9.2,0.0,-27.4,0.0,58.5,0.0,9.0,674.1,0.0,2023,2,Nova Scotia,Atlantic
72407,-60.008,43.931,SABLE ISLAND,8204708,NS,0.0,0.0,9.5,0.0,-14.9,0.0,129.9,0.0,14.0,503.8,0.0,2023,2,Nova Scotia,Atlantic
72412,-60.048,46.161,SYDNEY A,8205701,NS,-5.8,2.0,7.5,2.0,-24.0,2.0,100.4,0.0,14.0,617.9,0.0,2023,2,Nova Scotia,Atlantic
72419,-66.088,43.827,YARMOUTH A,8206495,NS,-1.9,0.0,10.8,0.0,-21.8,0.0,68.5,0.0,12.0,556.7,0.0,2023,2,Nova Scotia,Atlantic
72429,-63.17,46.344,HARRINGTON CDA CS,830P001,PE,-7.6,0.0,9.1,0.0,-27.3,0.0,45.3,0.0,6.0,718.0,0.0,2023,2,Prince Edward Island,Atlantic
72436,-57.333,48.167,BURNT POND,8400812,NL,-11.6,1.0,5.0,1.0,-30.0,1.0,67.0,1.0,7.0,799.0,0.0,2023,2,Newfoundland and Labrador,Atlantic
72440,-57.95,48.95,CORNER BROOK,8401300,NL,-8.5,0.0,6.0,0.0,-18.5,0.0,155.8,0.0,20.0,742.0,0.0,2023,2,Newfoundland and Labrador,Atlantic
72446,-54.568,48.937,GANDER INTL A,8401703,NL,-9.4,0.0,6.2,0.0,-21.5,0.0,81.9,0.0,11.0,767.5,0.0,2023,2,Newfoundland and Labrador,Atlantic
72449,-53.902,48.35,LETHBRIDGE,8402544,NL,-8.6,1.0,7.0,1.0,-28.0,1.0,116.0,1.0,11.0,719.0,0.0,2023,2,Newfoundland and Labrador,Atlantic
72451,-59.155,47.574,PORT AUX BASQUES,8402980,NL,-6.4,0.0,3.5,0.0,-18.6,0.0,82.3,0.0,9.0,682.7,0.0,2023,2,Newfoundland and Labrador,Atlantic
72453,-56.069,51.392,ST. ANTHONY A,8403389,NL,-14.9,0.0,2.4,0.0,-28.2,0.0,6.3,0.0,2.0,922.2,0.0,2023,2,Newfoundland and Labrador,Atlantic
72455,-52.753,47.619,ST. JOHN'S INTL A,8403505,NL,-6.6,0.0,6.0,0.0,-17.7,0.0,134.5,0.0,14.0,689.7,0.0,2023,2,Newfoundland and Labrador,Atlantic
72458,-58.55,48.541,STEPHENVILLE A,8403801,NL,-8.3,0.0,4.1,0.0,-17.2,0.0,137.2,0.0,21.0,735.2,0.0,2023,2,Newfoundland and Labrador,Atlantic
72469,-60.417,53.317,GOOSE BAY A,8501900,NL,-19.9,0.0,1.4,0.0,-34.5,0.0,22.4,0.0,3.0,1060.2,0.0,2023,2,Newfoundland and Labrador,Atlantic
72485,-123.287,48.764,NORTH PENDER ISLAND,1015638,BC,7.2,4.0,17.0,4.0,-0.5,4.0,36.8,4.0,10.0,291.9,0.0,2023,3,British Columbia,Western
72498,-125.273,49.952,CAMPBELL RIVER A,1021261,BC,3.9,0.0,16.0,0.0,-6.0,0.0,69.0,0.0,8.0,437.9,0.0,2023,3,British Columbia,Western
72517,-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,6.5,0.0,17.5,0.0,0.0,0.0,151.8,0.0,15.0,355.0,0.0,2023,3,British Columbia,Western
72520,-125.923,49.111,LENNARD ISLAND,1034600,BC,6.1,0.0,16.0,0.0,1.0,0.0,224.7,0.0,20.0,367.7,0.0,2023,3,British Columbia,Western
72521,-124.655,48.859,NITINAT RIVER HATCHERY,1035612,BC,5.0,0.0,18.0,0.0,-5.0,0.0,190.4,0.0,18.0,401.6,0.0,2023,3,British Columbia,Western
72522,-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,5.9,0.0,16.0,0.0,0.0,0.0,184.0,0.0,18.0,374.7,0.0,2023,3,British Columbia,Western
72535,-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,6.7,2.0,14.0,2.0,0.5,2.0,39.0,2.0,10.0,328.3,0.0,2023,3,British Columbia,Western
72540,-124.5,49.834,POWELL RIVER A,1046391,BC,4.8,0.0,16.0,0.0,-3.5,0.0,49.0,0.0,13.0,408.4,0.0,2023,3,British Columbia,Western
72547,-133.058,54.255,LANGARA,1054500,BC,3.2,0.0,9.5,0.0,-3.0,0.0,91.0,0.0,17.0,457.7,0.0,2023,3,British Columbia,Western
72552,-131.814,53.254,SANDSPIT,1057052,BC,3.7,1.0,8.9,1.0,-2.1,1.0,68.8,0.0,12.0,427.8,0.0,2023,3,British Columbia,Western
72555,-126.587,52.389,BELLA COOLA AIRPORT,1060844,BC,3.4,0.0,16.2,0.0,-7.2,0.0,32.2,0.0,7.0,451.3,0.0,2023,3,British Columbia,Western
72557,-128.524,52.643,BOAT BLUFF,1060901,BC,4.2,1.0,16.0,1.0,-2.5,1.0,250.6,1.0,15.0,414.9,0.0,2023,3,British Columbia,Western
72558,-130.638,53.493,BONILLA ISLAND,1060902,BC,4.8,0.0,10.5,0.0,-2.0,0.0,122.2,0.0,12.0,408.1,0.0,2023,3,British Columbia,Western
72567,-127.943,53.563,KEMANO,1064020,BC,1.2,0.0,15.0,0.0,-12.0,0.0,68.0,0.0,10.0,521.6,0.0,2023,3,British Columbia,Western
72574,-128.625,54.502,TERRACE PCC,1068131,BC,2.0,14.0,15.0,14.0,-7.0,14.0,2.0,14.0,1.0,272.0,0.0,2023,3,British Columbia,Western
72576,-130.88,54.295,TRIPLE ISLAND,1068250,BC,4.5,0.0,10.5,0.0,-2.0,0.0,44.2,0.0,8.0,417.4,0.0,2023,3,British Columbia,Western
72578,-126.668,54.396,HOUSTON,1073615,BC,-2.4,4.0,13.0,4.0,-25.0,4.0,3.0,6.0,1.0,551.8,0.0,2023,3,British Columbia,Western
72581,-127.171,55.289,SUSKWA VALLEY,107G879,BC,-0.5,1.0,14.5,1.0,-17.0,1.0,18.0,1.0,6.0,554.2,0.0,2023,3,British Columbia,Western
72584,-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-5.5,0.0,12.1,0.0,-27.5,0.0,6.0,0.0,2.0,729.0,0.0,2023,3,British Columbia,Western
72588,-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-4.6,0.0,11.9,0.0,-26.0,0.0,9.2,0.0,5.0,701.5,0.0,2023,3,British Columbia,Western
72589,-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-3.2,15.0,11.0,11.0,-20.5,10.0,15.4,11.0,5.0,339.4,0.0,2023,3,British Columbia,Western
72596,-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-5.3,1.0,10.5,1.0,-26.0,1.0,9.0,1.0,6.0,698.6,0.0,2023,3,British Columbia,Western
72600,-121.76,49.243,AGASSIZ RCS,1100119,BC,7.0,0.0,17.8,0.0,-7.5,0.0,73.8,0.0,11.0,340.4,0.0,2023,3,British Columbia,Western
72607,-122.551,49.145,FORT LANGLEY TELEGRAPH TRAIL,1102912,BC,7.7,20.0,17.5,20.0,-1.0,20.0,46.2,20.0,6.0,113.8,0.0,2023,3,British Columbia,Western
72627,-121.233,49.267,HOPE SLIDE,1113581,BC,1.2,0.0,15.0,0.0,-9.0,0.0,93.6,0.0,15.0,521.6,0.0,2023,3,British Columbia,Western
72630,-121.582,50.224,LYTTON RCS,1114746,BC,5.5,0.0,19.5,0.0,-5.3,0.0,15.7,1.0,3.0,388.0,0.0,2023,3,British Columbia,Western
72631,-120.333,49.673,JELLICOE,1123721,BC,0.0,0.0,14.0,0.0,-13.0,0.0,11.0,0.0,7.0,558.2,0.0,2023,3,British Columbia,Western
72638,-119.717,49.783,PEACHLAND,1126070,BC,4.6,0.0,15.0,0.0,-3.0,0.0,7.6,0.0,3.0,416.9,0.0,2023,3,British Columbia,Western
72643,-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-3.1,0.0,7.0,0.0,-17.0,0.0,85.6,0.0,12.0,655.6,0.0,2023,3,British Columbia,Western
72647,-118.228,49.017,BILLINGS,1140876,BC,2.7,1.0,16.0,1.0,-8.0,1.0,25.6,1.0,10.0,459.3,0.0,2023,3,British Columbia,Western
72648,-117.633,49.296,CASTLEGAR A,1141455,BC,1.9,0.0,16.5,0.0,-9.0,0.0,43.6,0.0,11.0,499.2,0.0,2023,3,British Columbia,Western
72654,-117.37,49.996,NEW DENVER,1145460,BC,2.3,0.0,14.0,0.0,-8.0,0.0,39.6,0.0,5.0,486.5,0.0,2023,3,British Columbia,Western
72657,-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,3.1,0.0,17.3,0.0,-6.4,0.0,25.0,0.0,6.0,460.4,0.0,2023,3,British Columbia,Western
72661,-115.073,49.489,FERNIE,1152850,BC,-1.5,5.0,12.0,5.0,-19.0,5.0,15.9,5.0,6.0,507.0,0.0,2023,3,British Columbia,Western
72663,-115.962,49.632,KIMBERLEY PCC,1154203,BC,0.3,11.0,26.0,11.0,-15.0,11.0,7.0,11.0,2.0,354.9,0.0,2023,3,British Columbia,Western
72667,-119.29,52.129,BLUE RIVER A,1160899,BC,-1.6,0.0,13.5,0.0,-20.0,0.0,22.1,0.0,6.0,608.6,0.0,2023,3,British Columbia,Western
72672,-121.505,51.144,CLINTON RCS,1161663,BC,-1.8,0.0,10.0,0.0,-15.4,0.0,4.0,0.0,1.0,613.7,0.0,2023,3,British Columbia,Western
72676,-119.778,51.576,VAVENBY,1168520,BC,2.0,0.0,17.0,0.0,-13.0,0.0,2.6,0.0,2.0,496.1,0.0,2023,3,British Columbia,Western
72677,-120.172,50.63,KAMLOOPS PRATT ROAD,116C8P0,BC,2.1,0.0,12.0,0.0,-7.0,0.0,0.8,0.0,0.0,493.6,0.0,2023,3,British Columbia,Western
72679,-116.982,51.299,GOLDEN A,1173210,BC,-1.7,0.0,11.5,0.0,-16.5,0.0,11.2,0.0,2.0,610.3,0.0,2023,3,British Columbia,Western
72682,-118.585,52.053,MICA DAM,1175122,BC,-0.9,2.0,9.0,2.0,-11.0,1.0,41.0,1.0,6.0,547.8,0.0,2023,3,British Columbia,Western
72683,-118.183,50.967,REVELSTOKE A,1176745,BC,-0.1,0.0,11.9,0.0,-12.4,0.0,41.2,0.0,3.0,560.6,0.0,2023,3,British Columbia,Western
72695,-122.574,58.841,FORT NELSON,1192948,BC,-7.8,0.0,11.4,0.0,-30.9,0.0,13.4,0.0,6.0,798.7,0.0,2023,3,British Columbia,Western
72696,-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-7.8,0.0,8.8,0.0,-34.9,0.0,6.2,0.0,1.0,798.4,0.0,2023,3,British Columbia,Western
72699,-111.779,52.315,ALLIANCE AGCM,3010162,AB,-8.5,4.0,9.4,4.0,-23.2,4.0,2.3,4.0,0.0,714.5,0.0,2023,3,Alberta,Western
72700,-112.279,53.917,ANDREW AGDM,3010237,AB,-11.1,4.0,4.0,4.0,-25.7,4.0,4.6,8.0,1.0,786.6,0.0,2023,3,Alberta,Western
72705,-110.51,52.334,CADOGAN AGCM,3010992,AB,-9.6,3.0,8.8,3.0,-24.0,3.0,2.7,3.0,1.0,773.7,0.0,2023,3,Alberta,Western
72707,-112.817,53.05,CAMROSE,3011240,AB,-9.1,0.0,9.7,0.0,-22.7,0.0,1.0,0.0,0.0,840.7,0.0,2023,3,Alberta,Western
